Id,Caseta,Clase,Camion_Tipo,Importe,Tarifa_Esperada,Diferencia
13416,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
13431,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13459,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
13466,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
13479,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
13479,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
13483,NARANJOS,9,Camion_T9,1369.0,651.0,718.0
13499,CHAPALA,4,Camion_T4,123.0,141.0,-18.0
13511,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13514,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13533,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13545,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13562,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13580,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13585,PALMILLAS,2,Camion_T2,229.0,219.0,10.0
13599,CHAPALA,9,Camion_T9,213.0,244.0,-31.0
13603,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13621,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13628,CONTEPEC,9,Camion_T9,141.0,275.0,-134.0
13653,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
13684,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13692,AGUJITA-ALLENDE,9,Camion_T9,325.0,360.0,-35.0
13709,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13720,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
13736,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
13742,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
13804,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
13813,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
13815,JOROBAS,5,Camion_T5,254.0,364.0,-110.0
13843,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
13847,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
13882,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13893,AGUJITA-ALLENDE,9,Camion_T9,325.0,360.0,-35.0
13918,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13926,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
13928,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
13930,XONACATLAN,2,Camion_T2,80.0,215.0,-135.0
13930,XONACATLAN,2,Camion_T2,80.0,135.0,-55.0
13966,LEON,5,Camion_T5,157.0,411.0,-254.0
13987,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
13997,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
14006,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14019,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14026,PASO DEL TORO,9,Camion_T9,253.0,307.0,-54.0
14036,XONACATLAN,7,Camion_T7,160.0,429.0,-269.0
14036,XONACATLAN,7,Camion_T7,160.0,269.0,-109.0
14047,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
14066,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14075,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14076,LEON,5,Camion_T5,157.0,411.0,-254.0
14092,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14103,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14115,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
14122,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
14134,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
14144,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14147,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
14147,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
14148,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
14149,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14151,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14176,CHAPALA,5,Camion_T5,190.0,217.0,-27.0
14189,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14200,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14202,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
14218,ZACATECAS,9,Camion_T9,89.0,115.0,-26.0
14221,PASO DEL TORO,5,Camion_T5,222.0,263.0,-41.0
14235,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
14248,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
14251,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
14252,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
14273,LIB. OTE. S.L.P.,7,Camion_T7,138.0,444.0,-306.0
14305,CONTEPEC,3,Camion_T3,217.0,141.0,76.0
14314,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
14316,CONTEPEC,9,Camion_T9,217.0,275.0,-58.0
14327,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
14345,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
14353,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
14354,ZACATECAS,9,Camion_T9,89.0,115.0,-26.0
14368,TEPOTZOTLAN,5,Camion_T5,471.0,678.0,-207.0
14385,PALMILLAS,5,Camion_T5,440.0,641.0,-201.0
14417,PALMILLAS BIS,5,Camion_T5,440.0,641.0,-201.0
14441,PERIFERICO,5,Camion_T5,322.0,532.0,-210.0
14449,LIB. OTE. S.L.P.,9,Camion_T9,138.0,444.0,-306.0
14485,PALMILLAS BIS,9,Camion_T9,641.0,54.0,587.0
14496,CUENCAME,5,Camion_T5,205.0,541.0,-336.0
14496,CUENCAME,5,Camion_T5,205.0,336.0,-131.0
14499,PALMILLAS,9,Camion_T9,641.0,54.0,587.0
